epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,11.335,0.85419,1.42095,0.88986,0.00333,1,0.01053,0.00873,0.79901,3.37472,0.80303,0.0006944,0.0006944,0.0006944
42,11.5032,0.76071,1.28956,0.92425,0.00333,1,0.01053,0.00873,0.79901,3.37472,0.80303,0.000709054,0.000709054,0.000709054
43,11.6833,0.83928,1.72332,0.902,0.00333,1,0.01042,0.00791,0.81762,3.34005,0.86185,0.000723576,0.000723576,0.000723576
44,11.8532,0.94156,1.53472,1.04018,0.00333,1,0.01042,0.00791,0.81762,3.34005,0.86185,0.000737966,0.000737966,0.000737966
45,12.0316,0.79786,1.41277,0.88161,0.00333,1,0.00975,0.00741,0.86878,3.32525,0.91649,0.000752224,0.000752224,0.000752224
46,12.2029,0.69819,1.36805,0.89453,0.00333,1,0.00975,0.00741,0.86878,3.32525,0.91649,0.00076635,0.00076635,0.00076635
47,12.3863,0.83308,1.31438,0.91207,0.00333,1,0.00934,0.00682,0.88708,3.36406,0.92458,0.000780344,0.000780344,0.000780344
48,12.5548,0.80109,1.48647,0.89727,0.00333,1,0.00934,0.00682,0.88708,3.36406,0.92458,0.000794206,0.000794206,0.000794206
49,12.738,0.99956,1.1127,0.92711,0.00333,1,0.0099,0.00723,0.97584,3.34959,0.95328,0.000807936,0.000807936,0.000807936
50,12.9077,0.76264,1.81034,0.89672,0.00333,1,0.0099,0.00723,0.97584,3.34959,0.95328,0.000821534,0.000821534,0.000821534
51,13.0905,0.73713,1.47665,0.91673,0.00333,1,0.00921,0.007,0.95859,3.4038,0.97217,0.000835,0.000835,0.000835
52,13.3367,1.00116,1.58904,0.93829,0.00333,1,0.00921,0.007,0.95859,3.4038,0.97217,0.000848334,0.000848334,0.000848334
53,13.5121,0.91727,1.4319,0.98692,0.00333,1,0.00921,0.007,0.95859,3.4038,0.97217,0.000861536,0.000861536,0.000861536
54,13.6924,0.78476,1.41765,0.88175,0.00333,1,0.00861,0.00716,0.8654,3.53135,0.90005,0.000874606,0.000874606,0.000874606
55,13.8649,0.81721,1.38226,0.91859,0.00333,1,0.00861,0.00716,0.8654,3.53135,0.90005,0.000887544,0.000887544,0.000887544
56,14.039,0.7626,1.31939,0.90944,0.00333,1,0.00861,0.00716,0.8654,3.53135,0.90005,0.00090035,0.00090035,0.00090035
57,14.2274,0.86484,1.48514,0.90046,0.00333,1,0.00718,0.00619,0.76728,3.37344,0.81288,0.000913024,0.000913024,0.000913024
58,14.398,0.73965,1.6415,0.90363,0.00333,1,0.00718,0.00619,0.76728,3.37344,0.81288,0.000925566,0.000925566,0.000925566
59,14.5721,0.71917,1.15705,0.92399,0.00333,1,0.00718,0.00619,0.76728,3.37344,0.81288,0.000937976,0.000937976,0.000937976
60,14.7582,0.79453,1.29558,0.94327,0.00333,1,0.00618,0.00556,0.67864,3.43629,0.78332,0.000950254,0.000950254,0.000950254
61,14.9308,0.63574,1.40921,0.8995,0.00333,1,0.00618,0.00556,0.67864,3.43629,0.78332,0.0009624,0.0009624,0.0009624
62,15.105,0.80457,1.23379,0.91428,0.00333,1,0.00618,0.00556,0.67864,3.43629,0.78332,0.000974414,0.000974414,0.000974414
63,15.3665,0.77979,1.20545,0.90164,0.00333,1,0.00703,0.00588,0.71035,3.39706,0.81241,0.000986296,0.000986296,0.000986296
64,15.5378,0.58603,1.32551,0.93534,0.00333,1,0.00703,0.00588,0.71035,3.39706,0.81241,0.000998046,0.000998046,0.000998046
65,15.7126,0.65455,1.49796,0.86216,0.00333,1,0.00703,0.00588,0.71035,3.39706,0.81241,0.00100966,0.00100966,0.00100966
66,15.9022,0.68435,1.25658,0.92286,0.00333,1,0.05955,0.05277,0.89589,3.4894,0.86287,0.00102115,0.00102115,0.00102115
67,16.0864,0.70223,1.19772,0.87822,0.00333,1,0.05955,0.05277,0.89589,3.4894,0.86287,0.0010325,0.0010325,0.0010325
68,16.2697,0.74961,1.13011,0.9013,0.00333,1,0.05955,0.05277,0.89589,3.4894,0.86287,0.00104373,0.00104373,0.00104373
69,16.4617,0.67766,1.20888,0.87327,0.32896,0.49345,0.33167,0.24871,1.02387,3.349,0.91016,0.00105482,0.00105482,0.00105482
70,16.6427,0.81178,1.12997,0.90392,0.32896,0.49345,0.33167,0.24871,1.02387,3.349,0.91016,0.00106577,0.00106577,0.00106577
71,16.824,0.7507,1.31116,0.8319,0.32896,0.49345,0.33167,0.24871,1.02387,3.349,0.91016,0.0010766,0.0010766,0.0010766
72,17.0938,0.669,1.12887,0.87524,0.00333,1,0.66333,0.46433,1.08393,3.19737,0.9665,0.00108729,0.00108729,0.00108729
73,17.2734,0.70577,1.5586,0.91959,0.00333,1,0.66333,0.46433,1.08393,3.19737,0.9665,0.00109786,0.00109786,0.00109786
74,17.4503,0.73101,1.18821,0.87984,0.00333,1,0.66333,0.46433,1.08393,3.19737,0.9665,0.00110829,0.00110829,0.00110829
75,17.6359,0.76009,1.45437,0.91451,0.00333,1,0.995,0.72129,0.97722,3.11551,0.93684,0.00111858,0.00111858,0.00111858
76,17.8149,0.72652,1.25403,0.85962,0.00333,1,0.995,0.72129,0.97722,3.11551,0.93684,0.00112875,0.00112875,0.00112875
77,18.0015,0.85315,1.3558,0.97046,0.00333,1,0.995,0.72129,0.97722,3.11551,0.93684,0.00113878,0.00113878,0.00113878
78,18.1967,0.80897,1.08189,0.92194,0.00333,1,0.995,0.74604,0.95347,3.06213,0.90403,0.00114869,0.00114869,0.00114869
79,18.3717,0.68135,1.1496,0.94967,0.00333,1,0.995,0.74604,0.95347,3.06213,0.90403,0.00115846,0.00115846,0.00115846
80,18.5572,0.74457,1.21566,0.84524,0.00333,1,0.995,0.74604,0.95347,3.06213,0.90403,0.00116809,0.00116809,0.00116809
81,18.7438,0.83532,1.23002,0.91721,0.00333,1,0.995,0.77088,0.94539,2.94824,0.91046,0.0011776,0.0011776,0.0011776
82,18.9187,0.76801,0.98895,0.90568,0.00333,1,0.995,0.77088,0.94539,2.94824,0.91046,0.00118697,0.00118697,0.00118697
83,19.183,0.7727,1.17622,1.01149,0.00333,1,0.995,0.77088,0.94539,2.94824,0.91046,0.00119622,0.00119622,0.00119622
84,19.369,0.77151,1.35035,0.92799,0.40598,1,0.82833,0.61292,0.8902,2.8414,0.86083,0.00120533,0.00120533,0.00120533
85,19.5391,0.78699,1.26441,0.96931,0.40598,1,0.82833,0.61292,0.8902,2.8414,0.86083,0.0012143,0.0012143,0.0012143
86,19.71,0.76869,1.03666,0.87547,0.40598,1,0.82833,0.61292,0.8902,2.8414,0.86083,0.00122315,0.00122315,0.00122315
87,19.8844,0.65058,1.06745,0.88816,0.40598,1,0.82833,0.61292,0.8902,2.8414,0.86083,0.00123186,0.00123186,0.00123186
88,20.0637,0.65726,0.96156,0.8642,1,0.97957,0.995,0.69665,0.87401,2.59108,0.82193,0.00124045,0.00124045,0.00124045
89,20.2335,0.67052,1.18962,0.93901,1,0.97957,0.995,0.69665,0.87401,2.59108,0.82193,0.0012489,0.0012489,0.0012489
90,20.407,0.73463,1.26796,0.94289,1,0.97957,0.995,0.69665,0.87401,2.59108,0.82193,0.00125721,0.00125721,0.00125721
91,20.5772,0.7519,1.15496,0.82145,1,0.97957,0.995,0.69665,0.87401,2.59108,0.82193,0.0012654,0.0012654,0.0012654
92,20.758,0.69398,1.13503,0.88557,0.42516,0.5,0.4475,0.36794,0.71305,2.56272,0.77383,0.00127345,0.00127345,0.00127345
93,21.0043,0.67251,1.04313,0.86371,0.42516,0.5,0.4475,0.36794,0.71305,2.56272,0.77383,0.00128138,0.00128138,0.00128138
94,21.1746,0.64901,1.13547,0.90334,0.42516,0.5,0.4475,0.36794,0.71305,2.56272,0.77383,0.00128917,0.00128917,0.00128917
95,21.3456,0.77782,1.17971,0.96322,0.42516,0.5,0.4475,0.36794,0.71305,2.56272,0.77383,0.00129682,0.00129682,0.00129682
96,21.5265,0.72322,1.45344,0.91568,0.31813,1,0.398,0.30344,0.9751,3.02794,0.87681,0.00130435,0.00130435,0.00130435
97,21.6989,0.60318,1.23083,0.83433,0.31813,1,0.398,0.30344,0.9751,3.02794,0.87681,0.00131174,0.00131174,0.00131174
98,21.872,0.73187,1.29146,0.92601,0.31813,1,0.398,0.30344,0.9751,3.02794,0.87681,0.00131901,0.00131901,0.00131901
99,22.0427,0.66503,1.14537,0.92168,0.31813,1,0.398,0.30344,0.9751,3.02794,0.87681,0.00132614,0.00132614,0.00132614
100,22.2206,0.74213,1.26245,0.94679,0.88363,1,0.995,0.74563,0.9576,2.14255,0.93969,0.00133313,0.00133313,0.00133313
101,22.3923,0.83048,1.02352,0.98229,0.88363,1,0.995,0.74563,0.9576,2.14255,0.93969,0.00134,0.00134,0.00134
102,22.5635,0.81465,0.94891,0.86438,0.88363,1,0.995,0.74563,0.9576,2.14255,0.93969,0.0013334,0.0013334,0.0013334
103,22.7344,0.69354,1.18788,0.87846,0.88363,1,0.995,0.74563,0.9576,2.14255,0.93969,0.0013268,0.0013268,0.0013268
104,22.9928,0.7067,1.17769,0.93405,0.95222,1,0.995,0.82079,0.78165,2.08889,0.89379,0.0013202,0.0013202,0.0013202
105,23.1653,0.84302,1.06095,0.89402,0.95222,1,0.995,0.82079,0.78165,2.08889,0.89379,0.0013136,0.0013136,0.0013136
106,23.3424,0.72761,1.43188,0.89609,0.95222,1,0.995,0.82079,0.78165,2.08889,0.89379,0.001307,0.001307,0.001307
107,23.5244,0.65068,0.93729,0.87209,0.95222,1,0.995,0.82079,0.78165,2.08889,0.89379,0.0013004,0.0013004,0.0013004
108,23.7117,0.73729,1.09713,0.93777,1,0.90954,0.995,0.8955,0.62442,2.31656,0.83335,0.0012938,0.0012938,0.0012938
109,23.8859,0.60383,0.9804,0.93837,1,0.90954,0.995,0.8955,0.62442,2.31656,0.83335,0.0012872,0.0012872,0.0012872
110,24.0646,0.69186,0.95826,0.839,1,0.90954,0.995,0.8955,0.62442,2.31656,0.83335,0.0012806,0.0012806,0.0012806
111,24.2415,0.6571,1.07718,0.94568,1,0.90954,0.995,0.8955,0.62442,2.31656,0.83335,0.001274,0.001274,0.001274
112,24.4333,0.71209,1.03692,0.93145,1,0.94573,0.995,0.82079,0.58443,1.97968,0.81715,0.0012674,0.0012674,0.0012674
113,24.6023,0.61233,0.95562,0.84801,1,0.94573,0.995,0.82079,0.58443,1.97968,0.81715,0.0012608,0.0012608,0.0012608
114,24.7753,0.64924,1.03905,0.89948,1,0.94573,0.995,0.82079,0.58443,1.97968,0.81715,0.0012542,0.0012542,0.0012542
115,25.0459,0.68677,1.0908,0.86248,1,0.94573,0.995,0.82079,0.58443,1.97968,0.81715,0.0012476,0.0012476,0.0012476
116,25.231,0.67453,1.00752,0.84841,0.96544,1,0.995,0.84559,0.639,1.52581,0.82449,0.001241,0.001241,0.001241
117,25.4115,0.69147,0.86407,0.91057,0.96544,1,0.995,0.84559,0.639,1.52581,0.82449,0.0012344,0.0012344,0.0012344
118,25.5861,0.63913,0.97774,0.85337,0.96544,1,0.995,0.84559,0.639,1.52581,0.82449,0.0012278,0.0012278,0.0012278
119,25.7587,0.66151,0.89579,0.89736,0.96544,1,0.995,0.84559,0.639,1.52581,0.82449,0.0012212,0.0012212,0.0012212
120,25.9378,0.5538,1.00297,0.89104,0.96033,1,0.995,0.8955,0.71552,1.33389,0.8404,0.0012146,0.0012146,0.0012146
121,26.115,0.604,0.77562,0.8666,0.96033,1,0.995,0.8955,0.71552,1.33389,0.8404,0.001208,0.001208,0.001208
122,26.2921,0.60805,0.88512,0.87305,0.96033,1,0.995,0.8955,0.71552,1.33389,0.8404,0.0012014,0.0012014,0.0012014
123,26.4712,0.73009,0.90228,0.84649,0.96033,1,0.995,0.8955,0.71552,1.33389,0.8404,0.0011948,0.0011948,0.0011948
124,26.6623,0.78068,0.90706,0.96977,0.97191,1,0.995,0.8955,0.64875,1.22951,0.83579,0.0011882,0.0011882,0.0011882
125,26.8464,0.83819,1.00943,0.91346,0.97191,1,0.995,0.8955,0.64875,1.22951,0.83579,0.0011816,0.0011816,0.0011816
126,27.1061,0.66891,0.91808,0.87838,0.97191,1,0.995,0.8955,0.64875,1.22951,0.83579,0.001175,0.001175,0.001175
127,27.2893,0.84498,1.07693,0.938,0.97191,1,0.995,0.8955,0.64875,1.22951,0.83579,0.0011684,0.0011684,0.0011684
128,27.4774,0.60709,0.92797,0.83855,0.97552,1,0.995,0.92029,0.562,1.18262,0.82676,0.0011618,0.0011618,0.0011618
129,27.6652,0.54418,0.79772,0.84144,0.97552,1,0.995,0.92029,0.562,1.18262,0.82676,0.0011552,0.0011552,0.0011552
130,27.8458,0.79792,0.88558,0.90188,0.97552,1,0.995,0.92029,0.562,1.18262,0.82676,0.0011486,0.0011486,0.0011486
131,28.0254,0.58705,0.8491,0.85741,0.97552,1,0.995,0.92029,0.562,1.18262,0.82676,0.001142,0.001142,0.001142
132,28.2128,0.57858,0.89175,0.83913,0.9711,1,0.995,0.8955,0.57465,1.16759,0.82391,0.0011354,0.0011354,0.0011354
133,28.3879,0.61358,0.86529,0.89924,0.9711,1,0.995,0.8955,0.57465,1.16759,0.82391,0.0011288,0.0011288,0.0011288
134,28.5627,0.65963,0.93376,0.90321,0.9711,1,0.995,0.8955,0.57465,1.16759,0.82391,0.0011222,0.0011222,0.0011222
135,28.7368,0.59984,0.86627,0.89219,0.9711,1,0.995,0.8955,0.57465,1.16759,0.82391,0.0011156,0.0011156,0.0011156
136,28.9976,0.56449,1.06044,0.86713,0.96687,1,0.995,0.8955,0.58931,1.26335,0.81975,0.001109,0.001109,0.001109
137,29.1695,0.56435,0.98834,0.82119,0.96687,1,0.995,0.8955,0.58931,1.26335,0.81975,0.0011024,0.0011024,0.0011024
138,29.3422,0.51587,0.86188,0.81314,0.96687,1,0.995,0.8955,0.58931,1.26335,0.81975,0.0010958,0.0010958,0.0010958
139,29.5156,0.57291,0.85759,0.79798,0.96687,1,0.995,0.8955,0.58931,1.26335,0.81975,0.0010892,0.0010892,0.0010892
140,29.6972,0.68316,1.12356,0.92009,0.96257,1,0.995,0.84554,0.58504,1.18687,0.81926,0.0010826,0.0010826,0.0010826
141,29.8673,0.62465,0.92424,0.92435,0.96257,1,0.995,0.84554,0.58504,1.18687,0.81926,0.001076,0.001076,0.001076
142,30.0438,0.64228,0.95604,0.83314,0.96257,1,0.995,0.84554,0.58504,1.18687,0.81926,0.0010694,0.0010694,0.0010694
143,30.2183,0.67185,1.11042,0.93278,0.96257,1,0.995,0.84554,0.58504,1.18687,0.81926,0.0010628,0.0010628,0.0010628
144,30.4021,0.6644,0.95778,0.90795,0.96911,1,0.995,0.8955,0.57689,1.00239,0.80587,0.0010562,0.0010562,0.0010562
145,30.5793,0.6339,0.82615,0.86585,0.96911,1,0.995,0.8955,0.57689,1.00239,0.80587,0.0010496,0.0010496,0.0010496
146,30.8291,0.62971,1.01714,0.8034,0.96911,1,0.995,0.8955,0.57689,1.00239,0.80587,0.001043,0.001043,0.001043
147,31.0017,0.64659,0.87334,0.906,0.96911,1,0.995,0.8955,0.57689,1.00239,0.80587,0.0010364,0.0010364,0.0010364
148,31.1823,0.62537,0.81175,0.8636,0.97397,1,0.995,0.8955,0.60977,0.80112,0.81205,0.0010298,0.0010298,0.0010298
149,31.354,0.53085,0.89363,0.88221,0.97397,1,0.995,0.8955,0.60977,0.80112,0.81205,0.0010232,0.0010232,0.0010232
150,31.5289,0.56002,0.87492,0.92493,0.97397,1,0.995,0.8955,0.60977,0.80112,0.81205,0.0010166,0.0010166,0.0010166
151,31.7017,0.69994,0.84591,0.85055,0.97397,1,0.995,0.8955,0.60977,0.80112,0.81205,0.00101,0.00101,0.00101
152,31.8832,0.51236,0.72917,0.81604,0.97873,1,0.995,0.82079,0.63418,0.7372,0.82865,0.0010034,0.0010034,0.0010034
153,32.0611,0.57046,0.73547,0.81428,0.97873,1,0.995,0.82079,0.63418,0.7372,0.82865,0.0009968,0.0009968,0.0009968
154,32.2346,0.63192,0.88337,0.91221,0.97873,1,0.995,0.82079,0.63418,0.7372,0.82865,0.0009902,0.0009902,0.0009902
155,32.4117,0.56788,0.91658,0.84382,0.97873,1,0.995,0.82079,0.63418,0.7372,0.82865,0.0009836,0.0009836,0.0009836
156,32.6771,0.57459,0.88484,0.76606,0.9805,1,0.995,0.82079,0.68372,0.75728,0.82984,0.000977,0.000977,0.000977
157,32.8548,0.42406,0.83412,0.83769,0.9805,1,0.995,0.82079,0.68372,0.75728,0.82984,0.0009704,0.0009704,0.0009704
158,33.0331,0.64461,0.8115,0.82987,0.9805,1,0.995,0.82079,0.68372,0.75728,0.82984,0.0009638,0.0009638,0.0009638
159,33.2109,0.54261,0.81376,0.85886,0.9805,1,0.995,0.82079,0.68372,0.75728,0.82984,0.0009572,0.0009572,0.0009572
160,33.4019,0.56763,0.75777,0.86532,0.98036,1,0.995,0.74609,0.65662,0.79667,0.82729,0.0009506,0.0009506,0.0009506
161,33.5749,0.57578,0.77015,0.89619,0.98036,1,0.995,0.74609,0.65662,0.79667,0.82729,0.000944,0.000944,0.000944
162,33.7513,0.56492,0.87706,0.89628,0.98036,1,0.995,0.74609,0.65662,0.79667,0.82729,0.0009374,0.0009374,0.0009374
163,33.9245,0.55205,0.85447,0.82278,0.98036,1,0.995,0.74609,0.65662,0.79667,0.82729,0.0009308,0.0009308,0.0009308
164,34.1065,0.55252,0.80428,0.86698,0.97844,1,0.995,0.8955,0.65917,0.81515,0.83073,0.0009242,0.0009242,0.0009242
165,34.2793,0.67114,1.04602,0.9028,0.97844,1,0.995,0.8955,0.65917,0.81515,0.83073,0.0009176,0.0009176,0.0009176
166,34.5368,0.50526,0.86837,0.87264,0.97844,1,0.995,0.8955,0.65917,0.81515,0.83073,0.000911,0.000911,0.000911
167,34.7095,0.53891,0.81451,0.84411,0.97844,1,0.995,0.8955,0.65917,0.81515,0.83073,0.0009044,0.0009044,0.0009044
168,34.8913,0.62104,0.88219,0.83175,0.98065,1,0.995,0.8955,0.67914,0.76086,0.83261,0.0008978,0.0008978,0.0008978
169,35.0698,0.54859,0.77448,0.87641,0.98065,1,0.995,0.8955,0.67914,0.76086,0.83261,0.0008912,0.0008912,0.0008912
170,35.2471,0.51984,0.7778,0.80457,0.98065,1,0.995,0.8955,0.67914,0.76086,0.83261,0.0008846,0.0008846,0.0008846
171,35.4263,0.63269,0.76556,0.85144,0.98065,1,0.995,0.8955,0.67914,0.76086,0.83261,0.000878,0.000878,0.000878
172,35.6068,0.65018,0.81893,0.82809,0.98189,1,0.995,0.8955,0.70731,0.70046,0.84104,0.0008714,0.0008714,0.0008714
173,35.7848,0.48253,0.83933,0.83846,0.98189,1,0.995,0.8955,0.70731,0.70046,0.84104,0.0008648,0.0008648,0.0008648
174,35.9578,0.58032,0.74254,0.84809,0.98189,1,0.995,0.8955,0.70731,0.70046,0.84104,0.0008582,0.0008582,0.0008582
175,36.1308,0.66231,0.77584,0.8645,0.98189,1,0.995,0.8955,0.70731,0.70046,0.84104,0.0008516,0.0008516,0.0008516
176,36.3942,0.62148,0.92085,0.86313,0.98281,1,0.995,0.84559,0.74574,0.65935,0.84242,0.000845,0.000845,0.000845
177,36.5689,0.64597,0.88457,0.95675,0.98281,1,0.995,0.84559,0.74574,0.65935,0.84242,0.0008384,0.0008384,0.0008384
178,36.7477,0.52992,0.69356,0.84186,0.98281,1,0.995,0.84559,0.74574,0.65935,0.84242,0.0008318,0.0008318,0.0008318
179,36.9268,0.57954,0.75897,0.85881,0.98281,1,0.995,0.84559,0.74574,0.65935,0.84242,0.0008252,0.0008252,0.0008252
180,37.113,0.54264,0.83005,0.83926,0.98301,1,0.995,0.82079,0.76025,0.67732,0.84498,0.0008186,0.0008186,0.0008186
181,37.2943,0.52633,0.75474,0.80296,0.98301,1,0.995,0.82079,0.76025,0.67732,0.84498,0.000812,0.000812,0.000812
182,37.4784,0.48167,0.67019,0.78759,0.98301,1,0.995,0.82079,0.76025,0.67732,0.84498,0.0008054,0.0008054,0.0008054
183,37.6563,0.61618,0.79759,0.89221,0.98301,1,0.995,0.82079,0.76025,0.67732,0.84498,0.0007988,0.0007988,0.0007988
184,37.8392,0.57943,0.70033,0.82162,0.98308,1,0.995,0.82079,0.74962,0.6144,0.84096,0.0007922,0.0007922,0.0007922
185,38.0181,0.55134,0.68802,0.83761,0.98308,1,0.995,0.82079,0.74962,0.6144,0.84096,0.0007856,0.0007856,0.0007856
186,38.273,0.43566,0.74376,0.83935,0.98308,1,0.995,0.82079,0.74962,0.6144,0.84096,0.000779,0.000779,0.000779
187,38.4472,0.67112,0.93646,0.96945,0.98308,1,0.995,0.82079,0.74962,0.6144,0.84096,0.0007724,0.0007724,0.0007724
188,38.6279,0.57441,0.71238,0.82535,0.98308,1,0.995,0.84554,0.69571,0.64934,0.84514,0.0007658,0.0007658,0.0007658
189,38.8017,0.51944,0.73641,0.80792,0.98308,1,0.995,0.84554,0.69571,0.64934,0.84514,0.0007592,0.0007592,0.0007592
190,38.9754,0.65892,0.76009,0.84748,0.98308,1,0.995,0.84554,0.69571,0.64934,0.84514,0.0007526,0.0007526,0.0007526
191,39.1484,0.51901,0.69708,0.8171,0.98308,1,0.995,0.84554,0.69571,0.64934,0.84514,0.000746,0.000746,0.000746
192,39.3357,0.69076,0.7923,0.86283,0.98363,1,0.995,0.84554,0.64821,0.6752,0.8348,0.0007394,0.0007394,0.0007394
193,39.5154,0.45851,0.67565,0.80766,0.98363,1,0.995,0.84554,0.64821,0.6752,0.8348,0.0007328,0.0007328,0.0007328
194,39.6942,0.61375,0.76672,0.8836,0.98363,1,0.995,0.84554,0.64821,0.6752,0.8348,0.0007262,0.0007262,0.0007262
